Make,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Total Passengers,Total Survivors,Count,Favorable Result,Unfavorable Result,Percent Favorable,Percent Unfavorable
Edward W Gray,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Eggleston Daniel,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eichhorn Gary L,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eipper Formance Inc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Eldridge George,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Elemdorf,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Elkind Bruce,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Elkins,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ellumax Leasing Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Emeraude,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Emerson,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Emmet Smith,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Emory B. Wood,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Enbody Frank,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Endler Glasair/Glasair 1-Td,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Engineering And Research,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Eric A Munzer,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Edward R. Sugg,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Edward M Van Morlan,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Edson Robert W,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Easter William C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Eagle Aircraft Co.,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Eagleston John H,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Ealand Charles,0.0,3.0,0.0,0.0,3.0,3.0,1,0,0,0.0,0.0
Earl Allen,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Earthstar Aircraft,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Easler Kelly,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eastabrooks John T,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Easterwood Mark W,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eclipse Aviation Corporation,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Easton,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eberle,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Eberle John S,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eccker,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Eckenrode Carl J,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Eclipse,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Eclipse Aerospace Inc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dixon,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Diven Robert,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Curtis John P,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Davis Mark,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Daryl Baker,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dassault Falcon,0.0,0.0,0.0,7.0,7.0,7.0,1,0,0,0.0,0.0
Dassault/Sud,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
David Fitzgerald,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
David Jarrett,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
David L Thompson,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
David S Meek,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
David Shell,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
David Shotwell,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
David W Oakes,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Davidson,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
"Davidson, Ronald A.",0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Davis,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Davis Benny,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Davis Dan B,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Davis Daniel T,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Davis Donald M,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dart,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Darrow Stephen A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Darrow Stephen,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dakota,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Curtiss,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Czech,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Czech Sport Aircraft A.S.,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
D-Fly,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dacey,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dafoe Gerald W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dahlman-Dower,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Dale Berkbigler,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Darren M. Vinelli,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dalin Ronald K,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dan Jelinek,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Daniel L Patrick,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dankelman Peter G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Dantonio,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Darney,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Darrell D. Dugger,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Davis John,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Dayon,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Dittenber Thomas J,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Dayton,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Desalvatore Al,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Desousa,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Detrick Donald G,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Devoe,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Devries Wm H,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dewsnup Dave,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dial David L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Diamond Aicraft Industries Inc,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Diamond Aircraft Industry Inc,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dickenson,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Dickey,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Dickson Vans Aircraft,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Didier Siffer (E-Ab),0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Diehl,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Diehl William A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dieterich Robert A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dietrich Ryan,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Denny Aerocraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dennis P. Mcgurk,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Dennis L Zumbalt,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dehavilland Canada,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dayton-Wright,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dean David E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dean Leslie N,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Dean Patrick G,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dearmond Clint,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Debus J / Mountain S / Bowes E,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Dedeaux Gary G,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Deitz,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Denisar Richard A,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dekkinga,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Delconte Emidio J,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Delf Tim,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dell Lawrence,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Delwyn Schmidt,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Demmer,1.0,0.0,1.0,1.0,3.0,2.0,1,0,0,0.0,0.0
Dempsey Daniel M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Buxbaum Mark Edward,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Butler John R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Lightning Avion Eab Llc,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Arvold Jordon R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Atkins,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Attaway Robert H,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Audenried,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Augustine David L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Auman Jl,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Ave Stephen,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Aventura,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Avery Jack H,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Aviat Aircraft,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Aviat Aircraft Inc.,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
"Aviat Aircraft, Inc.",0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Avions Fairey,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Avions Max Holste,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Avions Mudry Cie,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Avions Mudry Et Cie,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Axell Charles L,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Ayers,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Ashcraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Artic Aircraft Corp.,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Butler Aircraft Company,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Arter Warren,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Angus Watt,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ankerstar Bradley D,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
"Ankestar, Bradley D.",0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Antares,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Antenor Velazco,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Antonovich Anton B,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Apollo Aircraft Inc,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Appleby,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Applegate,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Arctic Aircraft Co Inc,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Argence,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Argence Enas A.,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Arion Skys Open Sport Aviation,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ariosto James J,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Arnold,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Arnold J/Jones D L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Art Lee Delano,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ayres Corp,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Babcock,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Babenco Henry D.,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Bach Joseph E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barker A E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barnard/Stancil,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Barnes Richard B/Howe Michael,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Barnes Steven D,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barnes Thomas A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Barnett Allen S,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Barney,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barney Oldfield Aircraft Co,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barron,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barrow,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Barrow Ted A,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Barrows,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bartels,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Bartholomew,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bartle,0.0,0.0,3.0,1.0,4.0,4.0,1,0,0,0.0,0.0
Bates,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bauer Thomas G,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Barger Steve M,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Barger Jerry L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bareiss David A,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Baker Eugene L,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Backovich George C,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Badeaux,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bae,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Bailey,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bailey N Moyes,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Bailey Robert,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Bailey-Moyes Microlights,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Baker Victor R,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Bardouche,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Baker Wayne,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bal-Air Inc/Wayne John K,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Balcomb Kenneth C Iii,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Baldwin,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Barber John A,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Barber Robert L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Barber Warren D,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Anglin,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Andrews,1.0,0.0,0.0,1.0,2.0,1.0,1,0,0,0.0,0.0
Andrew Mckimmon,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Ag-Cat Corporation,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Aero Bristell,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Aero Smart Solutions Inc,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Aero Sp Z O O (Gobosh),0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Aero Vodochody Aero. Works,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Aero-Ace,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Aerofab,1.0,0.0,1.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Aerofab Inc,2.0,1.0,0.0,0.0,3.0,1.0,1,0,0,0.0,0.0
Aerofab Inc.,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Aeromot,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Aeronca Aircraft Corporation,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Aeroprakt Manufacturing Sp Zoo,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Aeros,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Aeros Ltd/Skyranger Aircraft,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Aerospatiale Alenia,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Aerosport Ltd,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Aerotechnik,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Aerotek Inc,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Aero At Sp Zoo,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Aermacchi,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Advertising Mgmt & Consulting,2.0,0.0,3.0,0.0,5.0,3.0,1,0,0,0.0,0.0
Ackland Jeffrey Dean,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
5 Rivers Llc,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
781569 Inc,0.0,3.0,0.0,0.0,3.0,3.0,1,0,0,0.0,0.0
Aaa Aircraft Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Aardema Robert John,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ab Sportine Aviacija,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Abbett Gerry,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Abbey Victor,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Acro,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Adrian George W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Acro Sport,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Adams,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Adams Dennis Allen,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Adams Donald L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Adams John R Jr,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Adkins,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Adolphson,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Aerotrek,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ahrens Gerd H,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Andrew Harold,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Air Gulfstream Airlines Inc,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Amd,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Amen,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
American Air Racing Ltd,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
American Champion Aircraft Cor,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
American Eurocopter,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
American Legand Aircraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
American Legend Aircraft Co.,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
American Longevity Corp,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Ames Angier M,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Amstutz Curtis J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Anatra Bart T,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Anderas,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Anderson Andreas,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Anderson Darrell L,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Anderson John H,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Anderson R E/Abromavich L J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Andre Kostrzewa,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Alonso,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Allen Robert,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Allen Raymond H,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Alaskan Air Adventures Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Airborne Extreme Llc,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Aircraft Mfg & Dev. Co.,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Airindus,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Airmax Construcoes Aeronautica,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Airplane Factory,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Airplane Factory (Pty) Ltd The,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Airtime Aircraft Inc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Albright Stan,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Allen Jan A,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Alexander,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Alexander Duane A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Alexander Thomas P,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Algimantas Jonusas,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Aliev Bulent,0.0,0.0,0.0,3.0,3.0,3.0,1,0,0,0.0,0.0
Allan G Pixley,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Allardyce Michael,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Bayer Oscar,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Bayliss Milton A Iii,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Beagle,0.0,0.0,0.0,6.0,6.0,6.0,1,0,0,0.0,0.0
Brown Robert K,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
British Aircraft Corp,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
British Aircraft Corp.,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
British Aircraft Corp. (Bac),0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Britten Norman,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brm Aero Sro,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Brochetti Louis,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Brockman William A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
